,Edits,Name,date,url,category
1,1297,Corporation tax in the Republic of Ireland,2018-11,https://en.wikipedia.org/wiki/Corporation%20tax%20in%20the%20Republic%20of%20Ireland,"['Corporate taxation', 'Economy of the Republic of Ireland', 'Taxation in the Republic of Ireland', 'Corporate tax avoidance', 'Apple Inc.', 'Google', 'Microsoft', 'Offshore magic circle', 'Offshore law firms']"
2,1166,2018 United States House of Representatives elections,2018-11,https://en.wikipedia.org/wiki/2018%20United%20States%20House%20of%20Representatives%20elections,['2018 United States House of Representatives elections']
3,1126,Dancing with the Stars (American season 27),2018-11,https://en.wikipedia.org/wiki/Dancing%20with%20the%20Stars%20(American%20season%2027),"['Dancing with the Stars (American TV series)', '2018 American television seasons']"
4,1054,The Voice (American season 15),2018-11,https://en.wikipedia.org/wiki/The%20Voice%20(American%20season%2015),"['The Voice (American TV series)', '2018 American television seasons']"
5,978,Technological Educational Institute of Central Greece,2018-11,https://en.wikipedia.org/wiki/Technological%20Educational%20Institute%20of%20Central%20Greece,['Technological educational institutions in Greece']
1,1380,2019 PDC World Darts Championship,2018-12,https://en.wikipedia.org/wiki/2019%20PDC%20World%20Darts%20Championship,"['2018 in darts', '2019 in darts', '2018 sports events in London', '2019 sports events in London', '2018 in British sport', '2019 in British sport', 'International sports competitions in London', 'PDC World Darts Championships', 'Alexandra Palace', 'December 2018 sports events in the United Kingdom', 'January 2019 sports events in the United Kingdom']"
2,1185,Yellow vests protests,2018-12,https://en.wikipedia.org/wiki/Yellow%20vests%20protests,"['2018 establishments in France', '2018 in French politics', '2018 protests', 'Clothing in politics', 'December 2018 events in France', 'Emmanuel Macron', 'Fuel protests', 'Modern history of France', 'November 2018 events in France', 'Petroleum in France', 'Petroleum politics', 'Police brutality', 'Populism in France', 'Rebellions in France', 'Protests in France', 'Protests in the European Union', 'Riots and civil disorder in France', 'Social movements in Europe', 'Tax resistance in France']"
3,1098,Spider-Man: Into the Spider-Verse,2018-12,https://en.wikipedia.org/wiki/Spider-Man:%20Into%20the%20Spider-Verse,"['2018 films', '2010s American animated films', '2010s animated superhero films', '2010s coming-of-age comedy films', '2018 3D films', '2018 action comedy films', '2018 computer-animated films', '2018 directorial debut films', '3D animated films', 'African-American animated films', 'African-American superhero films', 'American action comedy films', 'Animated action films', ""American children's animated superhero films"", 'Animated comedy films', 'Animated coming-of-age films', 'American animated feature films', 'Animated films based on Marvel Comics', 'Animated films set in New York City', 'American teen comedy films', 'Animated teen superhero comedy films', 'Anime-influenced Western animation', 'Annie Award winners', 'Best Animated Feature Academy Award winners', 'Best Animated Feature Annie Award winners', 'Best Animated Feature BAFTA winners', 'Best Animated Feature Broadcast Film Critics Association Award winners', 'Best Animated Feature Film Golden Globe winners', 'Columbia Pictures animated films', 'Columbia Pictures films', 'Films about father–son relationships', 'Films about parallel universes', 'Films about puberty', 'Films based on works by Brian Michael Bendis', 'Films directed by Peter Ramsey', 'Films produced by Amy Pascal', 'Films produced by Avi Arad', 'Films produced by Phil Lord and Christopher Miller', 'Films scored by Daniel Pemberton', 'Films set in 2018', 'Films set in Brooklyn', 'Films set in Manhattan', 'Films set in Queens, New York', 'Films with screenplays by Phil Lord', 'Films with screenplays by Rodney Rothman', 'Green Goblin', 'IMAX films', 'Harvey Award winners', 'Hugo Award for Best Dramatic Presentation, Long Form winning works', 'Metafictional works', 'Sony Pictures Animation films', 'Spider-Man films', 'Spider-Verse (franchise)', '4DX films', '2010s English-language films']"
4,1095,2018 Strasbourg attack,2018-12,https://en.wikipedia.org/wiki/2018%20Strasbourg%20attack,"['2018 mass shootings in Europe', '2018 murders in France', '21st century in Strasbourg', 'Crime in Grand Est', 'Deaths by firearm in France', 'December 2018 crimes in Europe', 'December 2018 events in France', 'ISIL terrorist incidents in France', 'Islamic terrorist incidents in 2018', 'Islamist attack plots and attacks on Christmas markets', 'Knife attacks', 'Mass murder in 2018', 'Mass murder in France', 'Mass shootings in France', 'Stabbing attacks in 2018', 'Stabbing attacks in France', 'Terrorist incidents in France in 2018']"
5,916,Technological Educational Institute of Central Greece,2018-12,https://en.wikipedia.org/wiki/Technological%20Educational%20Institute%20of%20Central%20Greece,['Technological educational institutions in Greece']
1,1703,Venezuelan presidential crisis,2019-01,https://en.wikipedia.org/wiki/Venezuelan%20presidential%20crisis,"['Venezuelan presidential crisis', 'Ongoing events', '2019 in Venezuela', '2020 in Venezuela', '2021 in Venezuela', '2022 in Venezuela', 'Conflicts in 2019', 'Conflicts in 2020', 'Conflicts in 2021', 'Conflicts in 2022', '2019 in politics', '2020 in politics', '2021 in politics', '2022 in politics', 'Constitutional crises', 'Crisis in Venezuela', 'Foreign relations of Venezuela', 'Political history of Venezuela']"
2,1215,2018–2019 United States federal government shutdown,2019-01,https://en.wikipedia.org/wiki/2018%E2%80%932019%20United%20States%20federal%20government%20shutdown,"['115th United States Congress', '116th United States Congress', '2018 in American politics', '2019 in American politics', 'December 2018 events in the United States', 'Government finances in the United States', 'Government shutdowns in the United States', 'January 2019 events in the United States', '2018 controversies in the United States', '2019 controversies in the United States', 'Trump administration controversies']"
3,1205,2019 World Men's Handball Championship,2019-01,https://en.wikipedia.org/wiki/2019%20World%20Men's%20Handball%20Championship,"['World Handball Championship tournaments', '2019 in German sport', '2019 in Danish sport', '2019 in handball', 'International handball competitions hosted by Germany', 'International handball competitions hosted by Denmark', 'January 2019 sports events in Europe']"
4,1165,2019 Australian Open,2019-01,https://en.wikipedia.org/wiki/2019%20Australian%20Open,"['2019 Australian Open', '2019 ATP Tour', '2019 in Australian tennis', '2019 WTA Tour', '2010s in Melbourne', 'January 2019 sports events in Australia']"
5,1140,Royal Rumble (2019),2019-01,https://en.wikipedia.org/wiki/Royal%20Rumble%20(2019),"['Royal Rumble', '2019 WWE pay-per-view events', '2019 WWE Network events', '2019 in Arizona', 'Professional wrestling in Phoenix, Arizona', 'Events in Phoenix, Arizona', 'January 2019 events in the United States']"
1,1566,Venezuelan presidential crisis,2019-02,https://en.wikipedia.org/wiki/Venezuelan%20presidential%20crisis,"['Venezuelan presidential crisis', 'Ongoing events', '2019 in Venezuela', '2020 in Venezuela', '2021 in Venezuela', '2022 in Venezuela', 'Conflicts in 2019', 'Conflicts in 2020', 'Conflicts in 2021', 'Conflicts in 2022', '2019 in politics', '2020 in politics', '2021 in politics', '2022 in politics', 'Constitutional crises', 'Crisis in Venezuela', 'Foreign relations of Venezuela', 'Political history of Venezuela']"
2,1170,Change UK,2019-02,https://en.wikipedia.org/wiki/Change%20UK,"['2019 establishments in the United Kingdom', '2019 disestablishments in the United Kingdom', 'Brexit', 'Centrist political parties in the United Kingdom', 'Conservative Party (UK) breakaway groups', 'Defunct political parties in the United Kingdom', 'February 2019 events in the United Kingdom', 'Labour Party (UK) breakaway groups', 'Political parties established in 2019', 'Political parties disestablished in 2019', 'Pro-European political parties in the United Kingdom']"
3,1066,Elijah Abel,2019-02,https://en.wikipedia.org/wiki/Elijah%20Abel,"['1808 births', '1884 deaths', 'People from Frederick, Maryland', 'Latter Day Saints from Maryland', 'People from Cincinnati', 'American Mormon missionaries in the United States', 'Converts to Mormonism', 'African-American Latter Day Saints', 'Mormonism and race', 'People from Barberton, Ohio', 'People from Kirtland, Ohio', 'Latter Day Saints from Ohio', 'Religious leaders from Ohio', 'American Christian clergy', 'Seventies (LDS Church)', 'African-American Christian clergy', '19th-century Mormon missionaries', 'African-American missionaries', 'American Mormon missionaries in Canada', 'People from Nauvoo, Illinois', 'Latter Day Saints from Illinois', 'Mormon pioneers', 'People from Ogden, Utah', 'Latter Day Saints from Utah', 'Burials at Salt Lake City Cemetery', '19th-century American slaves']"
4,952,List of Chinese football transfers winter 2019,2019-02,https://en.wikipedia.org/wiki/List%20of%20Chinese%20football%20transfers%20winter%202019,"['Lists of Chinese football transfers', 'Football transfers winter 2018–19']"
5,881,2020 Democratic Party presidential primaries,2019-02,https://en.wikipedia.org/wiki/2020%20Democratic%20Party%20presidential%20primaries,"['2019-related timelines', '2020-related timelines', '2020 United States Democratic presidential primaries', 'Political timelines of the 2020s by year', 'Elections postponed due to the COVID-19 pandemic']"
0,3070,Notre-Dame fire,2019-04,https://en.wikipedia.org/wiki/Notre-Dame%20fire,"['4th arrondissement of Paris', '2019 fires in Europe', '2019 in Christianity', '2019 in Paris', '2019 fires', 'April 2019 events in France', 'Building and structure fires in France', 'Building collapses in 2019', 'Fires in Paris', 'Notre-Dame de Paris', 'Paris Fire Brigade', 'Religious buildings and structures fires']"
1,2614,2019 World Snooker Championship,2019-04,https://en.wikipedia.org/wiki/2019%20World%20Snooker%20Championship,"['World Snooker Championships', '2019 in snooker', '2019 in English sport', 'April 2019 sports events in the United Kingdom', 'May 2019 sports events in the United Kingdom', 'Sports competitions in Sheffield']"
2,2406,2019 Sri Lanka Easter bombings,2019-04,https://en.wikipedia.org/wiki/2019%20Sri%20Lanka%20Easter%20bombings,"['2019 Sri Lanka Easter bombings', '2019 in Christianity', '2010s murders in Sri Lanka', '21st century in Colombo', '21st-century mass murder in Sri Lanka', 'Anti-Christian sentiment in Asia', 'April 2019 crimes in Asia', 'Attacks in 2019', 'Attacks on buildings and structures in Sri Lanka', 'Attacks on churches in Asia', 'Attacks on hotels in Asia', 'Hotel bombings', 'Attacks on tourists in Asia', 'Batticaloa', 'Christianity in Sri Lanka', 'Massacres in Sri Lanka', 'Crime in Eastern Province, Sri Lanka', 'Crime in Western Province, Sri Lanka', 'Explosions in Colombo', 'Hate crimes', 'History of Batticaloa District', 'History of Gampaha District', 'Islamic terrorism in Sri Lanka', 'Islamic terrorist incidents in 2019', 'Mass murder in 2019', 'Mass murder in Colombo', 'Massacres in religious buildings and structures', 'Massacres of Christians', 'Negombo', 'Suicide bombings in 2019', 'Suicide bombings in Sri Lanka', 'Terrorist incidents in Colombo', 'Terrorist incidents in Sri Lanka in 2019', 'Church bombings by Islamists', 'Building bombings in Asia', 'Persecution of Christians', 'Anti-European sentiment', '2019 in Sri Lanka']"
4,1523,Mueller report,2019-04,https://en.wikipedia.org/wiki/Mueller%20report,"['2019 documents', '2019 in American law', '2019 in American politics', 'Aftermath of the 2016 United States presidential election', 'Investigations and assessments of WikiLeaks', 'Public inquiries in the United States', 'Reports of the United States government', 'Russian interference in the 2016 United States elections', 'United States Department of Justice', 'United States documents']"
5,1132,Avengers: Endgame,2019-04,https://en.wikipedia.org/wiki/Avengers:%20Endgame,"['2019 films', '2010s English-language films', '2010s science fiction war films', '2010s superhero films', '2019 3D films', '2019 science fiction action films', '4DX films', 'Alien invasions in films', 'Alternate timeline films', 'American 3D films', 'American crossover films', 'American post-apocalyptic films', 'American science fiction action films', 'American science fiction war films', 'American sequel films', 'Asgard in fiction', 'Avengers (film series)', 'Dolby Cinema films', 'Fiction about intergalactic travel', 'Films about extraterrestrial life', 'Films about quantum mechanics', 'Films about size change', 'Films about time travel', 'Films directed by Anthony and Joe Russo', 'Films scored by Alan Silvestri', 'Films set in 1970', 'Films set in 2012', 'Films set in 2013', 'Films set in 2014', 'Films set in 2018', 'Films set in 2023', 'Films set in Africa', 'Films set in New Jersey', 'Films set in New York (state)', 'Films set in New York City', 'Films set in Norway', 'Films set in palaces', 'Films set in San Francisco', 'Films set in Tokyo', 'Films set in a fictional country', 'Films set in the 1940s', 'Films set on fictional planets', 'Films shot at Pinewood Atlanta Studios', 'Films shot in Atlanta', 'Films shot in County Durham', 'Films shot in New York (state)', 'Films shot in Scotland', 'Films using motion capture', 'Films with screenplays by Christopher Markus and Stephen McFeely', 'IMAX films', 'Marvel Cinematic Universe: Phase Three films', 'Nanotechnology in fiction', 'Superhero crossover films']"
1,1333,2019 European Parliament election in the United Kingdom,2019-05,https://en.wikipedia.org/wiki/2019%20European%20Parliament%20election%20in%20the%20United%20Kingdom,"['2019 elections in the United Kingdom', '2019 European Parliament election', 'European Parliament elections in the United Kingdom', 'May 2019 events in the United Kingdom']"
2,1297,Archie Mountbatten-Windsor,2019-05,https://en.wikipedia.org/wiki/Archie%20Mountbatten-Windsor,"['2019 births', '21st-century American people', '21st-century British people', 'American children', 'American people of British descent', 'British children', 'British people of African-American descent', 'Children of peers and peeresses', 'Prince Harry, Duke of Sussex', 'Living people', 'Markle family', 'Mountbatten-Windsor family', 'People from London', 'Royal children']"
3,1088,Avengers: Endgame,2019-05,https://en.wikipedia.org/wiki/Avengers:%20Endgame,"['2019 films', '2010s English-language films', '2010s science fiction war films', '2010s superhero films', '2019 3D films', '2019 science fiction action films', '4DX films', 'Alien invasions in films', 'Alternate timeline films', 'American 3D films', 'American crossover films', 'American post-apocalyptic films', 'American science fiction action films', 'American science fiction war films', 'American sequel films', 'Asgard in fiction', 'Avengers (film series)', 'Dolby Cinema films', 'Fiction about intergalactic travel', 'Films about extraterrestrial life', 'Films about quantum mechanics', 'Films about size change', 'Films about time travel', 'Films directed by Anthony and Joe Russo', 'Films scored by Alan Silvestri', 'Films set in 1970', 'Films set in 2012', 'Films set in 2013', 'Films set in 2014', 'Films set in 2018', 'Films set in 2023', 'Films set in Africa', 'Films set in New Jersey', 'Films set in New York (state)', 'Films set in New York City', 'Films set in Norway', 'Films set in palaces', 'Films set in San Francisco', 'Films set in Tokyo', 'Films set in a fictional country', 'Films set in the 1940s', 'Films set on fictional planets', 'Films shot at Pinewood Atlanta Studios', 'Films shot in Atlanta', 'Films shot in County Durham', 'Films shot in New York (state)', 'Films shot in Scotland', 'Films using motion capture', 'Films with screenplays by Christopher Markus and Stephen McFeely', 'IMAX films', 'Marvel Cinematic Universe: Phase Three films', 'Nanotechnology in fiction', 'Superhero crossover films']"
4,981,2019 Indian general election,2019-05,https://en.wikipedia.org/wiki/2019%20Indian%20general%20election,"['2019 Indian general election', '2019 elections in India', 'April 2019 events in India', 'General elections in India', 'May 2019 events in India']"
5,840,Game of Thrones (season 8),2019-05,https://en.wikipedia.org/wiki/Game%20of%20Thrones%20(season%208),"['Game of Thrones seasons', '2019 American television seasons']"
1,1130,Architecture of Liverpool,2019-06,https://en.wikipedia.org/wiki/Architecture%20of%20Liverpool,"['Architecture of Liverpool', 'Buildings and structures in Liverpool', 'Architecture in the United Kingdom by city', 'Culture in Liverpool', 'Architecture of England']"
2,1081,2019 FIVB Volleyball Men's Nations League,2019-06,https://en.wikipedia.org/wiki/2019%20FIVB%20Volleyball%20Men's%20Nations%20League,"[""FIVB Volleyball Men's Nations League"", ""2019 in men's volleyball"", 'International volleyball competitions hosted by the United States', '2019 in American sports', 'May 2019 sports events in the United States', 'June 2019 sports events in the United States', 'July 2019 sports events in the United States', 'Volleyball in Chicago', 'May 2019 sports events in China', 'June 2019 sports events in China', 'May 2019 sports events in South America', 'June 2019 sports events in South America', 'May 2019 sports events in Poland', 'June 2019 sports events in Poland', 'May 2019 sports events in Europe', 'June 2019 sports events in Europe', 'June 2019 sports events in Russia', 'June 2019 sports events in Japan', 'June 2019 sports events in Canada', 'June 2019 sports events in Iran', 'June 2019 sports events in Portugal', 'June 2019 sports events in France', 'June 2019 sports events in Australia', 'June 2019 sports events in Germany']"
3,878,List of Iranian Americans,2019-06,https://en.wikipedia.org/wiki/List%20of%20Iranian%20Americans,"['American people of Iranian descent', 'Lists of Iranian people by ethnic or national origin', 'Lists of people by ethnicity', 'Lists of people of Iranian descent']"
4,846,2019 NCAA Division I Outdoor Track and Field Championships,2019-06,https://en.wikipedia.org/wiki/2019%20NCAA%20Division%20I%20Outdoor%20Track%20and%20Field%20Championships,"['2019 in athletics (track and field)', '2019 in sports in Texas', ""NCAA Men's Outdoor Track and Field Championship"", ""NCAA Women's Outdoor Track and Field Championship""]"
5,831,Etika,2019-06,https://en.wikipedia.org/wiki/Etika,"['1990 births', '2019 deaths', '2019 suicides', '2010s missing person cases', '21st-century American rappers', 'African-American male models', 'African-American male rappers', 'American people of Ghanaian descent', 'American YouTubers', 'East River', 'English-language YouTube channels', 'Formerly missing people', 'Gaming-related YouTube channels', 'Gaming YouTubers', 'Internet memes introduced in 2014', ""Let's Players"", 'Male YouTubers', 'Mental health in the United States', 'Missing person cases in New York City', 'Models from New York City', 'Nintendo game players', 'People from Brooklyn', 'Suicides by drowning in the United States', 'Twitch (service) streamers', 'Victims of cyberbullying', 'YouTube channels launched in 2012', 'YouTube channels closed in 2018', 'YouTube controversies', 'YouTube vloggers']"
1,1581,2019–2020 Hong Kong protests,2019-07,https://en.wikipedia.org/wiki/2019%E2%80%932020%20Hong%20Kong%20protests,"['2019–2020 Hong Kong protests', '2019 in Hong Kong', '2019 in law', '2019 protests', '2020 in Hong Kong', '2020 in law', '2020 protests', 'Anti-Chinese sentiment in Asia', 'Constitutional crises', 'Hong Kong democracy movements', 'Politics of Hong Kong', 'Protest marches in Hong Kong', 'Political repression in Hong Kong']"
2,1469,List of plays adapted into feature films,2019-07,https://en.wikipedia.org/wiki/List%20of%20plays%20adapted%20into%20feature%20films,"['Lists of musicals', 'Lists of plays', 'Lists of works adapted into films', 'Lists of works based on plays', 'Plays adapted into films', 'Lists of films based on works', 'Films based on plays']"
3,1415,Kyoto Animation arson attack,2019-07,https://en.wikipedia.org/wiki/Kyoto%20Animation%20arson%20attack,"['2019 crimes in Japan', '2019 murders in Japan', '2019 fires in Asia', '2019 in animation', 'Arson in Japan', 'Arson in the 2010s', 'Attacks on buildings and structures in 2019', 'Attacks on buildings and structures in Asia', 'Attacks on office buildings', 'Building and structure fires in Japan', 'Commercial building fires', 'Murder in Kyoto', 'Disasters in Kyoto', 'July 2019 crimes in Asia', 'July 2019 events in Japan', 'Kyoto Animation', 'Urban fires in Asia']"
4,1225,Architecture of Liverpool,2019-07,https://en.wikipedia.org/wiki/Architecture%20of%20Liverpool,"['Architecture of Liverpool', 'Buildings and structures in Liverpool', 'Architecture in the United Kingdom by city', 'Culture in Liverpool', 'Architecture of England']"
5,1063,Jeffrey Epstein,2019-07,https://en.wikipedia.org/wiki/Jeffrey%20Epstein,"['Jeffrey Epstein', '1953 births', '2019 deaths', '2019 suicides', '21st-century American criminals', 'American male criminals', 'American businesspeople convicted of crimes', 'American eugenicists', 'American financiers', 'American people convicted of child sexual abuse', 'American people who died in prison custody', 'American political fundraisers', 'American sex offenders', 'American transhumanists', 'Bear Stearns people', 'Bill Clinton', 'Businesspeople from Florida', 'Businesspeople from New York City', 'Clinton administration controversies', 'Cooper Union alumni', 'Courant Institute of Mathematical Sciences alumni', 'Criminals from New York City', 'Donald Trump controversies', 'Harvard University people', 'Jewish American philanthropists', 'Lafayette High School (New York City) alumni', 'Members of the Council on Foreign Relations', 'New York (state) Democrats', 'People charged with sex trafficking', 'People named in the Paradise Papers', 'People from Palm Beach, Florida', 'People from Sea Gate, Brooklyn', 'People who committed suicide in prison custody', 'Philanthropists from New York (state)', 'Prisoners and detainees of Florida', 'Prisoners who died in United States federal government detention', 'Suicides by hanging in New York City', 'Trump administration controversies']"
0,1985,2019–2020 Hong Kong protests,2019-08,https://en.wikipedia.org/wiki/2019%E2%80%932020%20Hong%20Kong%20protests,"['2019–2020 Hong Kong protests', '2019 in Hong Kong', '2019 in law', '2019 protests', '2020 in Hong Kong', '2020 in law', '2020 protests', 'Anti-Chinese sentiment in Asia', 'Constitutional crises', 'Hong Kong democracy movements', 'Politics of Hong Kong', 'Protest marches in Hong Kong', 'Political repression in Hong Kong']"
1,1861,2019 El Paso shooting,2019-08,https://en.wikipedia.org/wiki/2019%20El%20Paso%20shooting,"['2019 crimes in Texas', '2019 mass shootings in the United States', 'Alt-right terrorism', 'Attacks on buildings and structures in 2019', 'Attacks on buildings and structures in the United States', 'Attacks on supermarkets', 'August 2019 crimes in the United States', 'Columbine High School massacre copycat crimes', 'Deaths by firearm in Texas', 'Hate crimes', 'History of El Paso, Texas', 'History of racism in Texas', 'Mass shootings in Texas', 'Mass shootings in the United States', 'Massacres in the United States', 'Massacres in 2019', 'Mexico–United States relations', 'Neo-fascist terrorist incidents in the United States', '/pol/ phenomena', 'Racially motivated violence against Hispanic and Latino Americans', 'Terrorist incidents in Texas', 'Terrorist incidents in the United States in 2019', 'Trump administration controversies', 'White genocide conspiracy theory', 'White nationalism in the United States', 'White nationalist terrorism', 'Violence in Texas']"
3,1514,Index of music articles,2019-08,https://en.wikipedia.org/wiki/Index%20of%20music%20articles,"['Wikipedia indexes', 'Music-related lists', 'Music']"
4,1333,Alfred Waterhouse,2019-08,https://en.wikipedia.org/wiki/Alfred%20Waterhouse,"['Alfred Waterhouse buildings', '1830 births', '1905 deaths', '19th-century English architects', 'Gothic Revival architects', 'Terracotta', 'Royal Academicians', 'Architects from Lancashire', 'Recipients of the Royal Gold Medal', 'Presidents of the Royal Institute of British Architects']"
5,1214,Once Upon a Time in Hollywood,2019-08,https://en.wikipedia.org/wiki/Once%20Upon%20a%20Time%20in%20Hollywood,"['2019 films', '2010s comedy-drama films', '2010s pregnancy films', 'American alternate history films', 'American black comedy films', 'American comedy-drama films', 'BAFTA winners (films)', 'Best Musical or Comedy Picture Golden Globe winners', 'British alternative history films', 'British black comedy films', 'British comedy-drama films', 'Chinese black comedy films', 'Chinese comedy-drama films', 'Columbia Pictures films', 'Cultural depictions of actors', 'Cultural depictions of Bruce Lee', 'Cultural depictions of Charles Manson', 'Dolby Cinema films', '2010s English-language films', 'Films about actors', 'Films about cults', 'Films about Hollywood, Los Angeles', 'Films about friendship', 'Films about stunt performers', 'Films directed by Quentin Tarantino', 'Films featuring a Best Supporting Actor Academy Award-winning performance', 'Films featuring a Best Supporting Actor Golden Globe winning performance', 'Films produced by Quentin Tarantino', 'Films set in 1969', 'Films set in Los Angeles', 'Films shot in Los Angeles', 'Films with screenplays by Quentin Tarantino', 'Films whose art director won the Best Art Direction Academy Award', 'Films set in studio lots', 'Heyday Films films', 'Films set in a movie theatre']"
1,1738,2019 Atlantic hurricane season,2019-09,https://en.wikipedia.org/wiki/2019%20Atlantic%20hurricane%20season,"['2019 Atlantic hurricane season', 'Atlantic hurricane seasons', 'Tropical cyclones in 2019']"
2,1254,Hurricane Dorian,2019-09,https://en.wikipedia.org/wiki/Hurricane%20Dorian,"['Hurricane Dorian', '2019 Atlantic hurricane season', '2019 in the Caribbean', 'Hurricanes in the Leeward Islands', 'August 2019 events in North America', 'Hurricanes in the Windward Islands', 'Hurricanes in the Bahamas', 'Hurricanes in Barbados', 'Hurricanes in Saint Lucia', 'Hurricanes in Martinique', 'Hurricanes in Dominica', 'Hurricanes in the United States Virgin Islands', 'Hurricanes in the British Virgin Islands', '2019 meteorology', '2019 natural disasters', '2019 in the United States Virgin Islands', 'Category 5 Atlantic hurricanes', 'Hurricanes in Canada', 'Natural disasters in Newfoundland and Labrador', 'History of Halifax, Nova Scotia', 'Natural disasters in Nova Scotia', 'Natural disasters in Prince Edward Island', '2019 disasters in Canada', 'Tropical cyclones in 2019', 'Retired Atlantic hurricanes']"
3,936,Tawag ng Tanghalan (season 3),2019-09,https://en.wikipedia.org/wiki/Tawag%20ng%20Tanghalan%20(season%203),"['Tawag ng Tanghalan seasons', '2018 Philippine television seasons', '2019 Philippine television seasons']"
4,933,Trump–Ukraine scandal,2019-09,https://en.wikipedia.org/wiki/Trump%E2%80%93Ukraine%20scandal,"['Trump–Ukraine scandal', 'Trump administration controversies', 'Whistleblowing in the United States']"
5,920,It Chapter Two,2019-09,https://en.wikipedia.org/wiki/It%20Chapter%20Two,"['2019 films', 'IMAX films', '2019 horror films', '2019 horror thriller films', '2010s monster movies', '2010s psychological horror films', '2010s supernatural horror films', 'American horror thriller films', 'American films about revenge', 'American monster movies', 'American psychological horror films', 'American sequel films', 'American supernatural horror films', 'American buddy films', 'Demons in film', 'American dark fantasy films', 'Films about domestic violence', 'Films about anti-LGBT sentiment', 'Films about writers', 'Films about comedians', 'Films about fashion designers', 'Films about child death', 'Films about shapeshifting', 'Films about friendship', 'Films about fear', 'Films based on American horror novels', 'Films based on works by Stephen King', 'Films directed by Andy Muschietti', 'Films produced by Dan Lin', 'Films scored by Benjamin Wallfisch', 'Films set in 1989', 'Films set in the 2010s', 'Films set in 2016', 'Films set in Maine', 'Films set in psychiatric hospitals', 'Films with screenplays by Gary Dauberman', 'Homophobia in fiction', 'Horror films about clowns', 'Native Americans in popular culture', 'It (novel)', 'LGBT-related horror films', 'Warner Bros. films', 'New Line Cinema films', 'Films set in studio lots', 'Films set in New York City', '2019 LGBT-related films', 'Films produced by Roy Lee', 'Vertigo Entertainment films', '2010s English-language films', 'ScreenX films', '4DX films', 'Dolby Cinema films']"
0,2406,2019 Turkish offensive into north-eastern Syria,2019-10,https://en.wikipedia.org/wiki/2019%20Turkish%20offensive%20into%20north-eastern%20Syria,"['2019 in international relations', '2019 in the Syrian civil war', '2019 in Turkey', 'Al-Hasakah Governorate in the Syrian civil war', 'Aleppo Governorate in the Syrian civil war', 'Drone warfare', 'Invasions by Turkey', 'Invasions of Syria', 'Kurdish–Turkish conflict (2015–present)', 'Major phases of the Syrian civil war', 'Military operations of the Syrian civil war in 2019', ""Military operations of the Syrian civil war involving the People's Protection Units"", 'Military operations of the Syrian civil war involving the Syrian Democratic Forces', 'Military operations of the Syrian civil war involving Turkey', 'October 2019 events in Syria', 'Raqqa Governorate in the Syrian civil war', 'Trump administration controversies', 'Cross-border operations of Turkey into Syria']"
2,1341,2019 World Series,2019-10,https://en.wikipedia.org/wiki/2019%20World%20Series,"['World Series', '2019 Major League Baseball season', 'October 2019 sports events in the United States', 'Houston Astros postseason', 'Washington Nationals postseason', '2019 in Houston', '2019 in sports in Texas', '2019 in sports in Washington, D.C.', 'Sports competitions in Washington, D.C.']"
3,1294,Trump–Ukraine scandal,2019-10,https://en.wikipedia.org/wiki/Trump%E2%80%93Ukraine%20scandal,"['Trump–Ukraine scandal', 'Trump administration controversies', 'Whistleblowing in the United States']"
4,1180,Joker (2019 film),2019-10,https://en.wikipedia.org/wiki/Joker%20(2019%20film),"['2019 films', '2010s psychological drama films', '2019 controversies', '2019 controversies in the United States', '2019 crime drama films', '2019 crime thriller films', '2019 psychological thriller films', '2019 thriller drama films', 'American crime drama films', 'American crime thriller films', 'American films about revenge', 'American psychological drama films', 'American psychological thriller films', 'American thriller drama films', 'BAFTA winners (films)', 'Bron Studios films', '2010s English-language films', 'Film controversies', 'Films about child abuse', 'Films about clowns', 'Films about comedians', 'Films about criminals', 'Films about financial crises', 'Films about mother–son relationships', 'Films about murderers', 'Films about politicians', 'Films about poverty', 'Films about television people', 'Films directed by Todd Phillips', 'Films featuring a Best Actor Academy Award-winning performance', 'Films featuring a Best Drama Actor Golden Globe winning performance', 'Films produced by Bradley Cooper', 'Films produced by Todd Phillips', 'Films scored by Hildur Guðnadóttir', 'Films set in 1981', 'Films set in psychiatric hospitals', 'Films shot in New Jersey', 'Films shot in New York City', 'Films shot in Newark, New Jersey', 'Films that won the Best Original Score Academy Award', 'Films with screenplays by Scott Silver', 'Films with screenplays by Todd Phillips', 'Golden Lion winners', 'Joker (character) in other media', 'Live-action films based on DC Comics', 'Matricide in fiction', 'Supervillain films', 'Village Roadshow Pictures films', 'Warner Bros. films', 'Dolby Cinema films']"
5,1086,Paris Saint-Germain F.C. supporters,2019-10,https://en.wikipedia.org/wiki/Paris%20Saint-Germain%20F.C.%20supporters,"['Paris Saint-Germain F.C.', 'Association football supporters']"
0,1985,Survivor Series (2019),2019-11,https://en.wikipedia.org/wiki/Survivor%20Series%20(2019),"['Survivor Series', '2019 WWE Network events', '2019 WWE pay-per-view events', 'Professional wrestling in the Chicago metropolitan area', 'Events in Rosemont, Illinois', '2019 in Illinois', 'November 2019 events in the United States']"
2,1673,Index of Switzerland-related articles,2019-11,https://en.wikipedia.org/wiki/Index%20of%20Switzerland-related%20articles,"['Switzerland-related lists', 'Indexes of topics by country']"
