,level_0,index,date,user,change_amt,year,running_count
4284,4284,1617,2007-04-18 15:17:00,Mithras.Invicti,253,2007,59010
4285,4285,1616,2007-04-18 15:18:00,PRRfan,-8,2007,59002
4286,4286,1615,2007-04-18 15:19:00,Anubis2003,0,2007,59002
4287,4287,1614,2007-04-18 15:21:00,Natalie Erin,-209,2007,58793
4288,4288,1613,2007-04-18 15:21:00,SuperJ9587,-1,2007,58792
4289,4289,1612,2007-04-18 15:22:00,Bueller 007,2,2007,58794
4290,4290,1611,2007-04-18 15:23:00,SuperJ9587,-21,2007,58773
4291,4291,1610,2007-04-18 15:26:00,Wikid77,0,2007,58773
4292,4292,1608,2007-04-18 15:30:00,SuperJ9587,50,2007,58823
4293,4293,1609,2007-04-18 15:30:00,ElKevbo,1,2007,58824
4294,4294,1606,2007-04-18 15:31:00,SuperJ9587,9,2007,58833
4295,4295,1607,2007-04-18 15:31:00,SuperJ9587,0,2007,58833
4296,4296,1605,2007-04-18 15:33:00,Bbarron1980,164,2007,58997
4297,4297,1604,2007-04-18 15:35:00,Wikid77,423,2007,59420
4298,4298,1603,2007-04-18 15:36:00,SuperJ9587,9,2007,59429
4299,4299,1602,2007-04-18 15:40:00,Sisu99,309,2007,59738
4300,4300,1601,2007-04-18 15:41:00,Halo,1,2007,59739
4301,4301,1600,2007-04-18 15:42:00,Hydnjo,-2,2007,59737
4302,4302,1599,2007-04-18 15:44:00,Hydnjo,0,2007,59737
4303,4303,1598,2007-04-18 15:47:00,Halo,4,2007,59741
4304,4304,1597,2007-04-18 15:54:00,Ronnotel,-27,2007,59714
4305,4305,1596,2007-04-18 15:59:00,ElKevbo,-3,2007,59711
4306,4306,1595,2007-04-18 15:59:00,ElKevbo,0,2007,59711
4307,4307,1594,2007-04-18 16:01:00,Benjamin22b,3,2007,59714
4308,4308,1593,2007-04-18 16:01:00,ElKevbo,0,2007,59714
4309,4309,1592,2007-04-18 16:03:00,ElKevbo,21,2007,59735
4310,4310,1591,2007-04-18 16:05:00,Ronnotel,-27,2007,59708
4311,4311,1590,2007-04-18 16:08:00,Ronnotel,-2,2007,59706
4312,4312,1589,2007-04-18 16:13:00,Halo,35,2007,59741
4313,4313,1587,2007-04-18 16:14:00,MadeYourReadThis,18,2007,59759
4314,4314,1588,2007-04-18 16:14:00,MadeYourReadThis,105,2007,59864
4315,4315,1586,2007-04-18 16:21:00,3R1C,0,2007,59864
4316,4316,1585,2007-04-18 16:26:00,W guice,-1,2007,59863
4317,4317,1584,2007-04-18 16:29:00,Elliskev,-71,2007,59792
4318,4318,1583,2007-04-18 16:31:00,ElKevbo,46,2007,59838
4319,4319,1582,2007-04-18 16:34:00,Yaf,-346,2007,59492
4320,4320,1581,2007-04-18 16:38:00,Abe Lincoln,92,2007,59584
4321,4321,1580,2007-04-18 16:39:00,Abe Lincoln,0,2007,59584
4322,4322,1579,2007-04-18 16:41:00,W guice,0,2007,59584
4323,4323,1578,2007-04-18 16:42:00,W guice,-92,2007,59492
4324,4324,1577,2007-04-18 16:44:00,Elliskev,-46,2007,59446
4325,4325,1576,2007-04-18 16:45:00,Swatjester,0,2007,59446
4326,4326,1575,2007-04-18 16:47:00,Scientz,-19,2007,59427
4327,4327,1574,2007-04-18 16:49:00,B,73,2007,59500
4328,4328,1573,2007-04-18 16:51:00,Ronnotel,19,2007,59519
4329,4329,1572,2007-04-18 16:53:00,Scientz,-19,2007,59500
4330,4330,1571,2007-04-18 16:55:00,Batman2005,-298,2007,59202
4331,4332,1569,2007-04-18 16:57:00,W guice,298,2007,59500
4332,4331,1570,2007-04-18 16:57:00,Abe Lincoln,92,2007,59592
4333,4333,1568,2007-04-18 16:59:00,Abe Lincoln,-5,2007,59587
4334,4334,1567,2007-04-18 16:59:00,W guice,14,2007,59601
4335,4335,1566,2007-04-18 16:59:00,An Answer,4,2007,59605
4336,4336,1565,2007-04-18 17:01:00,W guice,-87,2007,59518
4337,4337,1564,2007-04-18 17:01:00,Chnv,15,2007,59533
4338,4338,1563,2007-04-18 17:02:00,Scientz,1,2007,59534
4339,4339,1562,2007-04-18 17:04:00,Abe Lincoln,87,2007,59621
4340,4340,1561,2007-04-18 17:05:00,McM.bot,4,2007,59625
4341,4341,1560,2007-04-18 17:05:00,Googol plex,0,2007,59625
4342,4342,1559,2007-04-18 17:06:00,Pupster21,0,2007,59625
4343,4343,1558,2007-04-18 17:06:00,Dputig07,17,2007,59642
4344,4344,1557,2007-04-18 17:07:00,Nichalp,0,2007,59642
4345,4345,1556,2007-04-18 17:08:00,Nichalp,0,2007,59642
4346,4346,1555,2007-04-18 17:08:00,Ike9898,9,2007,59651
4347,4347,1554,2007-04-18 17:08:00,HokieRNB,-16,2007,59635
4348,4348,1553,2007-04-18 17:10:00,Dputig07,108,2007,59743
4349,4349,1552,2007-04-18 17:11:00,Dputig07,0,2007,59743
4350,4350,1551,2007-04-18 17:14:00,Jared,-18,2007,59725
4351,4351,1549,2007-04-18 17:15:00,Jared,-7,2007,59718
4352,4352,1550,2007-04-18 17:15:00,PWC1004,4,2007,59722
4353,4353,1548,2007-04-18 17:17:00,Michaelversion1,120,2007,59842
4354,4354,1547,2007-04-18 17:17:00,Michaelversion1,-6,2007,59836
4355,4355,1546,2007-04-18 17:17:00,MrCalifornia,0,2007,59836
4356,4357,1544,2007-04-18 17:18:00,PWC1004,4,2007,59840
4357,4356,1545,2007-04-18 17:18:00,MrCalifornia,0,2007,59840
4358,4358,1543,2007-04-18 17:19:00,HokieRNB,-113,2007,59727
4359,4359,1542,2007-04-18 17:19:00,MrCalifornia,-81,2007,59646
4360,4360,1538,2007-04-18 17:20:00,MrCalifornia,0,2007,59646
4361,4361,1539,2007-04-18 17:20:00,MoodyGroove,8,2007,59654
4362,4362,1541,2007-04-18 17:20:00,Gotyear,38,2007,59692
4363,4363,1540,2007-04-18 17:20:00,Arsonal,6,2007,59698
4364,4364,1536,2007-04-18 17:21:00,PWC1004,20,2007,59718
4365,4365,1537,2007-04-18 17:21:00,MrCalifornia,-6,2007,59712
4366,4366,1535,2007-04-18 17:22:00,PWC1004,4,2007,59716
4367,4368,1533,2007-04-18 17:26:00,Retired username,-36,2007,59680
4368,4367,1534,2007-04-18 17:26:00,SouthernNights,43,2007,59723
4369,4369,1532,2007-04-18 17:27:00,Laurent Van Winckel,7,2007,59730
4370,4370,1531,2007-04-18 17:27:00,Starks,-3,2007,59727
4371,4371,1530,2007-04-18 17:30:00,Munit2k5,0,2007,59727
4372,4372,1529,2007-04-18 17:31:00,HokieRNB,-1,2007,59726
4373,4373,1528,2007-04-18 17:32:00,Moreschi,0,2007,59726
4374,4374,1527,2007-04-18 17:35:00,MoodyGroove,3,2007,59729
4375,4375,1526,2007-04-18 17:38:00,Mrjinx,-49,2007,59680
4376,4376,1525,2007-04-18 17:39:00,Anetode,-9,2007,59671
4377,4377,1524,2007-04-18 17:40:00,Gareth Wyn,200,2007,59871
4378,4378,1523,2007-04-18 17:43:00,Anetode,-78,2007,59793
4379,4379,1522,2007-04-18 17:48:00,Kirbyrockz,1,2007,59794
4380,4380,1521,2007-04-18 17:48:00,Arsonal,204,2007,59998
4381,4381,1519,2007-04-18 17:49:00,Iceberg007,158,2007,60156
4382,4382,1520,2007-04-18 17:49:00,Arsonal,12,2007,60168
4383,4383,1518,2007-04-18 17:53:00,Dan East,-4,2007,60164
4384,4384,1517,2007-04-18 17:54:00,W guice,-87,2007,60077
4385,4385,1516,2007-04-18 17:55:00,KazakhPol,-130,2007,59947
4386,4386,1515,2007-04-18 17:56:00,Ronnotel,-140,2007,59807
4387,4387,1514,2007-04-19 00:00:00,Halo,154,2007,59961
4388,4388,1513,2007-04-19 00:03:00,Bolt Vanderhuge,30,2007,59991
4389,4390,1511,2007-04-19 00:06:00,AceYYC,1,2007,59992
4390,4389,1512,2007-04-19 00:06:00,Sfmammamia,-315,2007,59677
4391,4391,1510,2007-04-19 00:07:00,Tydus Arandor,-1,2007,59676
4392,4392,1508,2007-04-19 00:08:00,Michelleem,-122,2007,59554
4393,4393,1509,2007-04-19 00:08:00,Jauerback,17,2007,59571
4394,4394,1507,2007-04-19 00:14:00,Guat6,75,2007,59646
4395,4395,1506,2007-04-19 00:24:00,Cherylyoung,176,2007,59822
4396,4396,1505,2007-04-19 00:25:00,Cherylyoung,2,2007,59824
4397,4397,1504,2007-04-19 00:31:00,Mcsee,4,2007,59828
4398,4398,1503,2007-04-19 00:32:00,Theleftenant,440,2007,60268
4399,4399,1502,2007-04-19 00:42:00,Theleftenant,6,2007,60274
4400,4400,1501,2007-04-19 00:44:00,AceYYC,54,2007,60328
4401,4402,1499,2007-04-19 00:45:00,Onetwo1,-2,2007,60326
4402,4401,1500,2007-04-19 00:45:00,Onetwo1,223,2007,60549
4403,4403,1497,2007-04-19 00:48:00,W guice,22,2007,60571
4404,4404,1498,2007-04-19 00:48:00,Quanticle,0,2007,60571
4405,4405,1496,2007-04-19 00:49:00,Swatjester,235,2007,60806
4406,4406,1495,2007-04-19 00:55:00,24.62.27.25,82,2007,60888
4407,4407,1494,2007-04-19 00:56:00,Guat6,123,2007,61011
4408,4408,1493,2007-04-19 00:57:00,AceYYC,-32,2007,60979
4409,4409,1492,2007-04-19 00:58:00,Ronnotel,-221,2007,60758
4410,4410,1491,2007-04-19 01:00:00,Kizor,0,2007,60758
4411,4411,1490,2007-04-19 01:01:00,67.99.36.75,4,2007,60762
4412,4412,1489,2007-04-19 01:01:00,Johnlbattista,26,2007,60788
4413,4413,1488,2007-04-19 01:02:00,Kizor,-3,2007,60785
4414,4416,1487,2007-04-19 01:05:00,168.253.21.238,221,2007,61006
4415,4415,1486,2007-04-19 01:05:00,72.73.106.54,48,2007,61054
4416,4414,1485,2007-04-19 01:05:00,AceYYC,-26,2007,61028
4417,4417,1484,2007-04-19 01:06:00,Ronnotel,0,2007,61028
4418,4418,1483,2007-04-19 01:06:00,Gerbilfyed4,0,2007,61028
4419,4419,1482,2007-04-19 01:07:00,Ronnotel,0,2007,61028
4420,4420,1480,2007-04-19 01:08:00,67.99.36.75,-14,2007,61014
4421,4421,1479,2007-04-19 01:08:00,Gerbilfyed4,1,2007,61015
4422,4422,1478,2007-04-19 01:08:00,Tinned Elk,0,2007,61015
4423,4423,1481,2007-04-19 01:08:00,Ronnotel,-6,2007,61009
4424,4424,1477,2007-04-19 01:09:00,67.99.36.75,-2,2007,61007
4425,4425,1476,2007-04-19 01:11:00,Ronnotel,-220,2007,60787
4426,4427,1474,2007-04-19 01:13:00,Xaosflux,30,2007,60817
4427,4426,1475,2007-04-19 01:13:00,67.101.193.99,0,2007,60817
4428,4428,1473,2007-04-19 01:14:00,67.99.36.75,3,2007,60820
4429,4429,1472,2007-04-19 01:15:00,Sfmammamia,-20,2007,60800
4430,4430,1471,2007-04-19 01:16:00,Cherylyoung,-4,2007,60796
4431,4431,1470,2007-04-19 01:16:00,Birdman12,268,2007,61064
4432,4432,1469,2007-04-19 01:17:00,Birdman12,4,2007,61068
4433,4433,1468,2007-04-19 01:17:00,MCCS,81,2007,61149
4434,4434,1467,2007-04-19 01:18:00,66.97.121.139,-1,2007,61148
4435,4435,1466,2007-04-19 01:19:00,HalfShadow,1,2007,61149
4436,4439,1464,2007-04-19 01:20:00,Rockpocket,-8,2007,61141
4437,4438,1465,2007-04-19 01:20:00,MCCS,44,2007,61185
4438,4436,1462,2007-04-19 01:20:00,Sfmammamia,40,2007,61225
4439,4437,1463,2007-04-19 01:20:00,MCCS,2,2007,61227
4440,4440,1461,2007-04-19 01:21:00,Ronnotel,6,2007,61233
4441,4441,1460,2007-04-19 01:21:00,Exteray,0,2007,61233
4442,4442,1459,2007-04-19 01:22:00,67.99.36.75,26,2007,61259
4443,4443,1458,2007-04-19 01:25:00,Dongdongdog,86,2007,61345
4444,4444,1457,2007-04-19 01:26:00,Jfrent,2,2007,61347
4445,4445,1456,2007-04-19 01:27:00,Birdman12,1,2007,61348
4446,4446,1455,2007-04-19 01:29:00,76.11.19.125,1,2007,61349
4447,4447,1454,2007-04-19 01:30:00,Dongdongdog,124,2007,61473
4448,4448,1453,2007-04-19 01:31:00,Ddomanickk,-4,2007,61469
4449,4449,1452,2007-04-19 01:32:00,Lipsticked Pig,-48,2007,61421
4450,4450,1450,2007-04-19 01:33:00,David Shankbone,-50,2007,61371
4451,4451,1451,2007-04-19 01:33:00,69.209.214.166,41,2007,61412
4452,4452,1449,2007-04-19 01:34:00,69.109.171.0,-1,2007,61411
4453,4453,1448,2007-04-19 01:35:00,David Shankbone,54,2007,61465
4454,4454,1447,2007-04-19 01:35:00,Googuse,24,2007,61489
4455,4455,1446,2007-04-19 01:37:00,DeusMP,356,2007,61845
4456,4456,1445,2007-04-19 01:37:00,Googuse,0,2007,61845
4457,4457,1444,2007-04-19 01:38:00,DeusMP,-459,2007,61386
4458,4458,1443,2007-04-19 01:39:00,67.190.4.129,1,2007,61387
4459,4459,1442,2007-04-19 01:40:00,Matt Gies,-2,2007,61385
4460,4462,1440,2007-04-19 01:41:00,DeusMP,4,2007,61389
4461,4460,1439,2007-04-19 01:41:00,Tinned Elk,19,2007,61408
4462,4461,1441,2007-04-19 01:41:00,Dongdongdog,5,2007,61413
4463,4463,1438,2007-04-19 01:43:00,Dongdongdog,25,2007,61438
4464,4464,1437,2007-04-19 01:44:00,Dongdongdog,-4,2007,61434
4465,4465,1436,2007-04-19 01:45:00,Gerbilfyed4,101,2007,61535
4466,4466,1435,2007-04-19 01:46:00,Qnonsense,65,2007,61600
4467,4467,1434,2007-04-19 01:46:00,X42bn6,6,2007,61606
4468,4468,1433,2007-04-19 01:47:00,Ronnotel,351,2007,61957
4469,4469,1432,2007-04-19 01:51:00,Ronnotel,-1,2007,61956
4470,4470,1431,2007-04-19 01:53:00,Smokefan2007,211,2007,62167
4471,4471,1430,2007-04-19 01:56:00,Ronnotel,-5,2007,62162
4472,4473,1428,2007-04-19 01:57:00,Sad mouse,258,2007,62420
4473,4472,1429,2007-04-19 01:57:00,Resurgent insurgent,8,2007,62428
4474,4474,1427,2007-04-19 01:58:00,Ronnotel,3,2007,62431
4475,4475,1426,2007-04-19 02:01:00,75.73.130.99,-1,2007,62430
4476,4476,1424,2007-04-19 02:05:00,Zhangwl,22,2007,62452
4477,4477,1425,2007-04-19 02:05:00,Bolt Vanderhuge,4,2007,62456
4478,4478,1423,2007-04-19 02:06:00,Mahanga,3,2007,62459
4479,4479,1422,2007-04-19 02:07:00,Zhangwl,-22,2007,62437
4480,4480,1421,2007-04-19 02:08:00,Radikaos,4,2007,62441
4481,4481,1420,2007-04-19 02:08:00,24.254.92.13,0,2007,62441
4482,4484,1417,2007-04-19 02:09:00,74.72.50.5,0,2007,62441
4483,4483,1418,2007-04-19 02:09:00,71.12.2.222,15,2007,62456
4484,4482,1419,2007-04-19 02:09:00,Sean William,0,2007,62456
4485,4485,1413,2007-04-19 02:10:00,Bolt Vanderhuge,1,2007,62457
4486,4486,1414,2007-04-19 02:10:00,HalfShadow,-15,2007,62442
4487,4487,1416,2007-04-19 02:10:00,Sean William,0,2007,62442
4488,4488,1415,2007-04-19 02:10:00,Mahanga,-107,2007,62335
4489,4489,1412,2007-04-19 02:11:00,Tyro,0,2007,62335
4490,4490,1411,2007-04-19 02:12:00,Sean William,0,2007,62335
4491,4491,1410,2007-04-19 02:12:00,Sean William,12,2007,62347
4492,4492,1409,2007-04-19 02:14:00,Sfmammamia,-45,2007,62302
4493,4493,1408,2007-04-19 02:15:00,Uriel8,29,2007,62331
4494,4494,1407,2007-04-19 02:18:00,Bolt Vanderhuge,0,2007,62331
4495,4495,1406,2007-04-19 02:22:00,Devildogmre,10,2007,62341
4496,4496,1405,2007-04-19 02:27:00,Cuchullain,2,2007,62343
4497,4497,1404,2007-04-19 02:28:00,Swatjester,-24,2007,62319
4498,4498,1402,2007-04-19 02:29:00,SNIyer12,8,2007,62327
4499,4499,1403,2007-04-19 02:29:00,SNIyer12,9,2007,62336
4500,4500,1401,2007-04-19 02:30:00,SNIyer12,2,2007,62338
4501,4501,1400,2007-04-19 02:33:00,Originalgeek,-4,2007,62334
4502,4502,1399,2007-04-19 02:35:00,Originalgeek,0,2007,62334
4503,4503,1398,2007-04-19 02:37:00,Ksyrie,32,2007,62366
4504,4504,1397,2007-04-19 02:40:00,DeusMP,0,2007,62366
4505,4505,1396,2007-04-19 02:41:00,Sfmammamia,20,2007,62386
4506,4506,1395,2007-04-19 02:43:00,Sfmammamia,-12,2007,62374
4507,4507,1394,2007-04-19 02:58:00,Mhalsall,-12,2007,62362
4508,4508,1393,2007-04-19 02:59:00,Chrishmt0423,-2,2007,62360
4509,4509,1392,2007-04-19 03:00:00,Chrishmt0423,9,2007,62369
4510,4510,1391,2007-04-19 03:06:00,Cherylyoung,0,2007,62369
4511,4511,1390,2007-04-19 03:07:00,Quarl,10,2007,62379
4512,4512,1389,2007-04-19 03:08:00,Uifz,65,2007,62444
4513,4513,1387,2007-04-19 03:10:00,Quarl,15,2007,62459
4514,4514,1388,2007-04-19 03:10:00,Nyx Abbing,1,2007,62460
4515,4515,1386,2007-04-19 03:14:00,Resurgent insurgent,-35,2007,62425
4516,4517,1384,2007-04-19 03:16:00,Flamebroil,-2,2007,62423
4517,4516,1385,2007-04-19 03:16:00,Chyu83,-2,2007,62421
4518,4518,1383,2007-04-19 03:18:00,Yvh11a,10,2007,62431
4519,4519,1382,2007-04-19 03:19:00,Uifz,68,2007,62499
4520,4520,1381,2007-04-19 03:20:00,Flavourdan,0,2007,62499
4521,4521,1380,2007-04-19 03:23:00,Mahanga,-77,2007,62422
4522,4522,1379,2007-04-19 03:24:00,KnowHow~enwiki,-8,2007,62414
4523,4523,1378,2007-04-19 03:27:00,NickW557,8,2007,62422
4524,4524,1377,2007-04-19 03:28:00,Steamclock,-67,2007,62355
4525,4525,1376,2007-04-19 03:37:00,Cherylyoung,116,2007,62471
4526,4526,1375,2007-04-19 03:38:00,Uifz,68,2007,62539
4527,4527,1374,2007-04-19 03:41:00,Sansmatthew,42,2007,62581
4528,4528,1373,2007-04-19 03:44:00,SuperJ9587,-30,2007,62551
4529,4529,1372,2007-04-19 03:48:00,GGreeneVa,-1,2007,62550
4530,4530,1371,2007-04-19 03:51:00,Cherylyoung,411,2007,62961
4531,4531,1369,2007-04-19 03:53:00,Cherylyoung,5,2007,62966
4532,4532,1370,2007-04-19 03:53:00,B,244,2007,63210
4533,4533,1368,2007-04-19 03:54:00,Vsion,-68,2007,63142
4534,4534,1367,2007-04-19 03:54:00,SuperJ9587,-138,2007,63004
4535,4535,1366,2007-04-19 03:57:00,M3andros,129,2007,63133
4536,4536,1365,2007-04-19 03:58:00,Uifz,73,2007,63206
4537,4537,1364,2007-04-19 04:01:00,Teakkettle,-1,2007,63205
4538,4538,1363,2007-04-19 04:03:00,Swamp Ig,6,2007,63211
4539,4539,1362,2007-04-19 04:05:00,Vsion,-73,2007,63138
4540,4540,1361,2007-04-19 04:06:00,Teakkettle,-297,2007,62841
4541,4541,1360,2007-04-19 04:16:00,Midkay,-8,2007,62833
4542,4542,1359,2007-04-19 04:18:00,SuperJ9587,0,2007,62833
4543,4543,1358,2007-04-19 04:22:00,Bolt Vanderhuge,-1,2007,62832
4544,4544,1357,2007-04-19 04:28:00,Sparkit,15,2007,62847
4545,4545,1356,2007-04-19 04:29:00,Shijualex,82,2007,62929
4546,4546,1355,2007-04-19 04:40:00,Before My Ken,14,2007,62943
4547,4547,1354,2007-04-19 04:45:00,Saizai,30,2007,62973
4548,4548,1353,2007-04-19 04:45:00,AceYYC,4,2007,62977
4549,4549,1352,2007-04-19 04:53:00,Mercenary2k,377,2007,63354
4550,4550,1351,2007-04-19 04:54:00,AceYYC,-377,2007,62977
4551,4551,1350,2007-04-19 04:55:00,Nyttend,20,2007,62997
4552,4553,1348,2007-04-19 04:56:00,Nyttend,4,2007,63001
4553,4552,1349,2007-04-19 04:56:00,Sfmammamia,0,2007,63001
4554,4554,1347,2007-04-19 04:58:00,Nyttend,13,2007,63014
4555,4555,1345,2007-04-19 05:03:00,Louiseallana,-25,2007,62989
4556,4556,1346,2007-04-19 05:03:00,Sfmammamia,148,2007,63137
4557,4557,1344,2007-04-19 05:04:00,Littlerascal,0,2007,63137
4558,4558,1343,2007-04-19 05:05:00,Littlerascal,-2,2007,63135
4559,4559,1342,2007-04-19 05:07:00,Ryulong,2,2007,63137
4560,4560,1341,2007-04-19 05:10:00,Littlerascal,65,2007,63202
4561,4561,1340,2007-04-19 05:11:00,Sfmammamia,-46,2007,63156
4562,4562,1339,2007-04-19 05:13:00,Littlerascal,11,2007,63167
4563,4563,1338,2007-04-19 05:15:00,Alan Russell,-1,2007,63166
4564,4564,1337,2007-04-19 05:19:00,Sfmammamia,0,2007,63166
4565,4565,1336,2007-04-19 05:24:00,Sayden,138,2007,63304
4566,4566,1335,2007-04-19 05:26:00,Littlerascal,0,2007,63304
4567,4567,1334,2007-04-19 05:32:00,Sfmammamia,-39,2007,63265
4568,4568,1333,2007-04-19 05:40:00,Chaerani,0,2007,63265
4569,4569,1332,2007-04-19 05:40:00,Chaerani,1,2007,63266
4570,4570,1331,2007-04-19 05:44:00,Saizai,204,2007,63470
4571,4571,1330,2007-04-19 05:44:00,Saizai,-2,2007,63468
4572,4572,1329,2007-04-19 05:54:00,Spangineer,0,2007,63468
4573,4573,1327,2007-04-19 05:56:00,Oscarthecat,-6,2007,63462
4574,4574,1328,2007-04-19 05:56:00,Spangineer,-7,2007,63455
4575,4575,1326,2007-04-19 05:59:00,Chaerani,497,2007,63952
4576,4576,1325,2007-04-19 06:02:00,Sfmammamia,-192,2007,63760
4577,4577,1324,2007-04-19 06:04:00,Lilkunta,-351,2007,63409
4578,4578,1323,2007-04-19 06:05:00,Radio-x,54,2007,63463
4579,4579,1322,2007-04-19 06:07:00,Yaf,16,2007,63479
4580,4580,1321,2007-04-19 06:10:00,Schulte,1,2007,63480
4581,4581,1320,2007-04-19 06:21:00,Sfmammamia,185,2007,63665
4582,4582,1319,2007-04-19 06:23:00,Sfmammamia,-1,2007,63664
4583,4583,1318,2007-04-19 06:28:00,Khoikhoi,141,2007,63805
4584,4584,1317,2007-04-19 06:34:00,Kintetsubuffalo,0,2007,63805
4585,4586,1315,2007-04-19 06:40:00,Zven,41,2007,63846
4586,4585,1316,2007-04-19 06:40:00,Ygfperson,1,2007,63847
4587,4587,1314,2007-04-19 06:41:00,Kintetsubuffalo,-204,2007,63643
4588,4588,1313,2007-04-19 06:42:00,Zven,0,2007,63643
4589,4589,1312,2007-04-19 06:47:00,Arsonal,64,2007,63707
4590,4590,1311,2007-04-19 06:48:00,Arsonal,-1,2007,63706
4591,4591,1310,2007-04-19 07:02:00,Abe Lincoln,-62,2007,63644
4592,4592,1309,2007-04-19 07:02:00,Abe Lincoln,66,2007,63710
4593,4593,1308,2007-04-19 07:05:00,Abe Lincoln,0,2007,63710
4594,4594,1307,2007-04-19 07:12:00,Brookie,4,2007,63714
4595,4595,1306,2007-04-19 07:21:00,Adraeus,54,2007,63768
4596,4596,1305,2007-04-19 07:48:00,Gab kidzc,0,2007,63768
4597,4597,1304,2007-04-19 07:56:00,Hbdragon88,7,2007,63775
4598,4598,1303,2007-04-19 08:30:00,SlimVirgin,-7,2007,63768
4599,4599,1302,2007-04-19 08:31:00,Midkay,49,2007,63817
4600,4600,1301,2007-04-19 08:32:00,Midkay,-1,2007,63816
4601,4601,1300,2007-04-19 08:42:00,SlimVirgin,-102,2007,63714
4602,4602,1299,2007-04-19 08:43:00,SlimVirgin,-223,2007,63491
4603,4603,1298,2007-04-19 08:50:00,Stevertigo,-2,2007,63489
4604,4604,1295,2007-04-19 08:53:00,Stevertigo,12,2007,63501
4605,4605,1296,2007-04-19 08:53:00,Arsonal,12,2007,63513
4606,4606,1297,2007-04-19 08:53:00,Abe Lincoln,0,2007,63513
4607,4607,1294,2007-04-19 08:56:00,Abe Lincoln,0,2007,63513
4608,4608,1292,2007-04-19 08:57:00,Sumodivebomb,2,2007,63515
4609,4609,1291,2007-04-19 09:23:00,W guice,-2,2007,63513
4610,4610,1290,2007-04-19 09:41:00,L142,181,2007,63694
4611,4611,1289,2007-04-19 09:46:00,Ixfd64,69,2007,63763
4612,4612,1288,2007-04-19 09:52:00,Nagromtpc,19,2007,63782
4613,4613,1287,2007-04-19 09:53:00,Abe Lincoln,0,2007,63782
4614,4614,1286,2007-04-19 10:00:00,Abe Lincoln,165,2007,63947
4615,4615,1285,2007-04-19 10:13:00,CloudNine,6,2007,63953
4616,4616,1284,2007-04-19 10:16:00,Quixoto,19,2007,63972
4617,4617,1283,2007-04-19 10:17:00,L142,51,2007,64023
4618,4618,1282,2007-04-19 10:22:00,Abe Lincoln,0,2007,64023
4619,4619,1281,2007-04-19 10:24:00,Premeditated Chaos,0,2007,64023
4620,4620,1280,2007-04-19 10:27:00,Premeditated Chaos,0,2007,64023
4621,4621,1279,2007-04-19 10:40:00,Dupz,-2,2007,64021
4622,4622,1278,2007-04-19 10:49:00,Isocyanide,19,2007,64040
4623,4623,1277,2007-04-19 11:03:00,Yewtree1968,118,2007,64158
4624,4624,1276,2007-04-19 11:05:00,Yewtree1968,-1,2007,64157
4625,4625,1275,2007-04-19 11:16:00,Mergy,0,2007,64157
4626,4626,1274,2007-04-19 11:21:00,AcePuppy,93,2007,64250
4627,4627,1273,2007-04-19 11:26:00,PseudoSudo,-4,2007,64246
4628,4628,1272,2007-04-19 11:28:00,Dan East,5,2007,64251
4629,4629,1271,2007-04-19 11:30:00,CloudNine,0,2007,64251
4630,4630,1270,2007-04-19 11:34:00,PseudoSudo,8,2007,64259
4631,4631,1269,2007-04-19 11:38:00,Bluefield,0,2007,64259
4632,4632,1268,2007-04-19 11:43:00,Hobblehobble,113,2007,64372
4633,4633,1267,2007-04-19 11:49:00,B,-113,2007,64259
4634,4634,1266,2007-04-19 11:59:00,Hobblehobble,113,2007,64372
4635,4635,1265,2007-04-19 12:12:00,B,-15,2007,64357
4636,4636,1264,2007-04-19 12:12:00,Tthaas,-399,2007,63958
4637,4637,1263,2007-04-19 12:18:00,Nyttend,1,2007,63959
4638,4638,1262,2007-04-19 12:31:00,LaNicoya,91,2007,64050
4639,4639,1261,2007-04-19 12:33:00,Tthaas,0,2007,64050
4640,4640,1260,2007-04-19 12:36:00,Jared,-18,2007,64032
4641,4641,1259,2007-04-19 12:37:00,ElKevbo,-38,2007,63994
4642,4642,1258,2007-04-19 12:37:00,Jared,-14,2007,63980
4643,4643,1257,2007-04-19 12:40:00,ElKevbo,-38,2007,63942
4644,4645,1255,2007-04-19 12:47:00,Uncle G,33,2007,63975
4645,4644,1256,2007-04-19 12:47:00,HokieRNB,-19,2007,63956
4646,4646,1254,2007-04-19 12:58:00,Jared,46,2007,64002
4647,4647,1253,2007-04-19 13:02:00,Jauerback,6,2007,64008
4648,4648,1252,2007-04-19 13:05:00,Jauerback,-16,2007,63992
4649,4649,1249,2007-04-19 13:06:00,Coemgenus,-1,2007,63991
4650,4650,1250,2007-04-19 13:06:00,Jivecat,-3,2007,63988
4651,4651,1251,2007-04-19 13:06:00,Coemgenus,2,2007,63990
4652,4652,1248,2007-04-19 13:20:00,Jauerback,10,2007,64000
4653,4653,1247,2007-04-19 13:22:00,Scifiintel,22,2007,64022
4654,4654,1246,2007-04-19 13:23:00,Petri Krohn,31,2007,64053
4655,4655,1245,2007-04-19 13:31:00,Jauerback,84,2007,64137
4656,4656,1244,2007-04-19 13:37:00,Jauerback,13,2007,64150
4657,4657,1243,2007-04-19 13:38:00,Abe Lincoln,0,2007,64150
4658,4658,1242,2007-04-19 13:39:00,Jared,-13,2007,64137
4659,4659,1241,2007-04-19 13:43:00,StuffOfInterest,0,2007,64137
